,business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
5824,xY1sPHTA2RGVFlh5tZhs9g,2010-05-26,fLM0swvpIVzmgnXxrFS0oA,2,"Great location.  Nice decor.  The food was adequate, but $13 for the turkey pastrami sandwich was a little high for a lunch.  I guess those chandeliers are expensive and rent at the Waterfront cannot be cheap.  Our server was poorly trained.  She placed the food in front of me instead of the lady first. I asked for water and the server brought only one glass of water and didn't bother to ask about the lady's needs.  This venue is not for those who appreciate fine or even appropriate service.  Sam needs to educate his young servers on the finer points of courtesy.  Our server was also extremely bored with her job, her life, and her existence.  That's the impression we received.",review,DuGQ74ZYYhx2NCALocA5Cw,0,1,1
5826,-lOSaCuBRAvX5JBifx-EMw,2009-10-21,Lu4MVbIhLVvRHqQFWEhM4A,2,"This place is ok if you are so starving you don't care what you eat. The chips and salsa are great, but everything else is pretty bland. I am a fan of tamales and I would definitely not order it again. They do make some pretty good chicken tacos, but you only receive 2 small tacos and its about $12... no thanks! I would prefer Taco Bell over Mi Amigos. The staff is very nice and the service is good, too bad the food does not match.",review,kOb1hWSwA6aD2mRVy6lqFQ,0,1,0
5833,ho4Te6bO2tGs56h9PF2vuA,2011-05-04,XXhDtnQJecXNlLiV94FG0g,1,"I suppose you could just put me in the ""box"" with ""Luis T"" on 3.20.10...because if i didnt know any better, his could have been my entry.. So i was here this week.  Let me start by saying i have been giving Los Dos Molinos my  business for almost 20 years now, and each year that goes by i find myself saying that i am going to cease my patronage.  I will save the stories from the recent years and why i've been feeling this way, and give you just the specifics from my most recent visit:  If you want to make the rule that there are ""No Split Checks"" then can you AT THE VERY LEAST get with the current times and make the bill somewhat decipherable?  We had a large party, and were quite promptly advised there were no split checks, yet at the end of the night we were left with a ribbon of calculator tape with ONLY prices, and no correlation with actual menu items...so we had to cross reference the menu to figure out what the heck all the itemizations correlated to.   And by the end of it, we pretty much gave up and just guessed at what each person should contribute because the receipt may have just as well been in morse code.  Ok, im getting ahead of myself..Its one thing if you have subpar service and the restaurant is slammed, understaffed, there is a MLB baseball game or NBA basketball game, or concert going on...This was not the case.  We were the ONLY table inside the restaurant and the service absolutely sucked.  How many times must one flag down the server for (take your pick) A;  refill on chips B: refill on ice water and C:(most importantly since the drinks are marked up 300%) a FRESH DRINK!!! Oh yes and D: Check please.  We had to look over our shoulders for A , B, C, and D.  When our table collectively decided the service was ridiculous we decided the tip would reflect that, and then we realized an 18% gratuity was included...well no wonder.  When that is the case, there is NO incentive for decent service!! We brought several items to the attention of the bald headed caucasian man who may have been a manager of some sort but his severe lack of customer service skills merely resulted in him stating in a childish voice ""They are complaining about the service"" to an audience that didnt exist.  Damn right! and damn right we will take our business elsewhere.  Grandma Chavez is rolling in her grave! you should be ashamed!",review,2URPAzG5RELkB1cCm1ASJw,0,5,1
5852,YvQKDmSQqs-R7vPEWV2EiA,2011-12-09,ZBbtCim9tCRe12Bk0Wd5Yw,2,"Ok so I get the peanut thing, wood accented atmosphere, good service (although rather ""in your face"" at times) and the packed dining room / bar even on a Thursday night. 

What I don't get is the awful food. This was my FIRST (and last) visit into this franchise restaurant. How they convinced franchisees and the general public to invest and vote with hard earned dollars is beyond me.

I took my friends 11 year old there after he played in a b'ball game and after looking at the menu and pricing decided to split the rib eye special $19.99. 

I got the fried pickle appetizer as well and was sorely disappointed in the batter and both of the ""dipping sauces"" (watery ranch and thousand island? I really couldn't tell).  Even a franchise like H***ers makes them WAY better......wow.

On to the main course. The baked potato with butter and cream cheese was overcooked or something? I have never had a potato that seemed to have been soaked in some type of brine and then baked? Kind of par boiled or something. Anyway the color was greyish and the taste like that of a fishy sea salt.

Moving to the broccoli i was greeted by a palor yellow looking presentation. I couldn't tell if it was cheesy cauliflower or ? Wow the taste was again that of something really overcooked or under matured...YICK

The last chance at redemption came with the medium well rib eye. Good sized portion and easily split between the two of us 20oz. Good wholesome beefy taste and great texture only to be squallored  by a heavy Saltiness....not sure where this was picked up from but maybe by hanging out too close to the potato? 

I really am normally an amicable restaurant patron but after forking over $46 including tip for two to split some food and getting served what we did ...well you get my drift.

Signed, 

NeverToStepFoot-InsideTheRoadhouseAgain",review,cfG9CzzrOchbD_PeKAWiNg,0,0,0
5854,GZ8KctCJxGzYZ7aAdapprg,2009-12-20,kYH4Pdai3mvWMgSaxdkrQQ,1,"Not recommended if you're not white. For me, it's the third time somebody threw out racial slurs at my group. I am beginning to think the place is for rednecks and the like. D&B bowling lanes are better.",review,AIJffk467kHfAE8SDq3nxQ,0,2,0
5856,RQWliUrWic_b5FZEj3JThQ,2010-01-26,htTKwIxZjEthQsJzPiSbiQ,1,"Let's talk about failure, baby.

Hey, if your idea of salad is punishment via tasteless lettuce and mealy tomatoes splashed with the most generic, industrial vinaigrette, you've found just the right place to BDSM your tongue. Go for it!

I ordered Capellini Checca, and I had it substituted with Spaghetti (I like more girth re: pasta).  What I got was the limpest pile of spaghetti that couldn't be revived with a lifetime supply of Viagra.  The DOA pasta was topped with a pathetic sprinkling of more mealy tomatoes (the menu says Fresh Roma Tomatoes- these had the texture and taste of a dying horse's ass moreso than fresh produce).  The faint, acrid garlic tasted like it came out of a shaker bottle and not a bulb- and motherf*&k, respectable Checca should have more than 1/16 teaspoon of microscopically chopped basil.  

This place makes Old Spaghetti Factory look like fine dining, and I would rather starve than be even close to that chain restaurant of culinary doom.  Hell, this place is the  disowned, cracked-out junkie brother of OSF. It's really *that* terrible.

I gave them the single star only because the management was incredibly lovely, and did not charge for the unforgivable disaster masquerading as edible food worth paying for.",review,YweXL7KPvt0sCc0kdheXqg,6,12,13
5865,45puCRQ6Vh_IIAy7kkfFDQ,2006-10-13,dPMSkbChmrUrGIviwHuLZw,2,"Place was great the first time I went, Second time one of Dan's fair weather buddies (thinking he was big shooter) disrespected a good friend of mine over a misunderstanding that could have easily been solved through civil conversation, but he tried to be Mr. Big Shot.  

The food was good, but not good enough to put up with that crap ever again.",review,5E193w76Qlhoi1gkyakW2A,0,0,0
5878,gXkv89nyNlFyrEdblB3MKw,2012-11-09,erbfYEbSAN8VTFGPccX2iA,1,"The theater itself I have no problem with. Its the fact that we came out of the theater to a broken out driver passenger window, my doors unlocked and some Dumb Ass broke into my car and didn't even take anything. Really?? 
I should've known better given the area but it was the only Harkins showing the movie we wanted to see. Security was nice enough to leave a note on my window.Can you believe there's No Cameras in the parking lot at all!! Ugh!!! Disappointed customer to say the least. Will not be back there that's for sure.",review,rnV_UEaLHRH_WFbJQmDwWg,0,1,0
5882,I4pSBXlKdR6assqRdVjtMg,2012-07-07,cx5hOockrnlbCMDpQ6_ZGA,1,"Tried Shorty's today, sadly it will be my one and only visit. To begin service was mediocre at best, portions are small(I thought my steakburger was a slider), and there was also the black facial hair that was in between the cheese and burger. That's when customer service went down the drain, all we got was a ""that's weird"" and an I'm sorry. If your running a joint and a customer finds a big hair in their food you do whatever you can to save that customer and make them want to come back. Something, not just sorry for your luck. I will stick with RocketBurger, just up the street, cheaper, bigger portions, tasty and most important, they got great service. If I had to sum it up for ya in a few words I'd say""DON'T DO IT""!!!!",review,_RtZvDI6yQ2_NJDxm0aQAQ,0,2,0
5884,onwUqByAIhtkyJsEITV5lQ,2012-10-22,BszCQJ1EQKoifMKZ2Wnmlg,2,to make a long story short --- we had a coupon for this place.  We know its an ASU hang out but the coupon was for spend 50.00 get 25.00 off.  Ok service was not good --- when we got the bill the pizza and wings were charged separate -- not right -- it was a together order per the menu.  We had a pitcher of beer and a single beer plus food -- bill was almost 70.00 -- we gave the waitress the coupon -- she had to change the bill for the pizza and wings --- then she came back and stated the coupon had a 18% gratuity and service charge of 13.59.  Based on what ???  that actually ate up the coupon and we ended up paying full price anyway.  Never again --- and the food was fair --- not a good place to return to -- ASU take it away -- its all yours -----,review,oVEbr2jtirosJIenFkWenw,0,0,0
5889,EmlgWjs1ZzZEpDjZCSPLmw,2011-12-20,NXCEqBrbwMvrsCY9Huidxw,2,I liked the concept. Staff was very nice. Food tasted like it was warmed up in a microwave and cold on top and warm on the bottom. After we watched our  movie we wanted to purchase tickets a week in advance for another movie. We went to customer service and asked them if they knew if TinTin would be playing on Weds. (we were there Saturday night). They told us they did not know and we would have to check on Weds. Whaaat? They don't know what movies are playing the following week? I was ticked off... their website is no better. It is confusing and hard to order tickets. I searched for tickets for tomorrow and it says showtimes not available. Sure seems like they don't want anybody to come see any movies. After spending $100 for food and movie I think I will try a different place.,review,Rr1q5BfuV9u6sJX98aOgCw,0,5,0
5890,K845ZDttFfx99zQ-0aE2tA,2011-02-10,L-xYMmidVKfL5y018ny8FA,1,"First of all, if you go here, PLEASE PLEASE PLEASE make sure you check your bill when it comes!  honestly.  We went here 3 times.  all 3 times we were over charged....  either the menu's were out of date, or we were ""past happy hour time"" (BS)... oh and the other excuse... we just changed our menu.  blah blah blah  P

then they always have to ""get a manager"" to come to the table, which takes forever!  (I am sure they hope we leave)  PLUS! THE SERVICE SUCKS ASS!!!!  this is a definitely bait and switch!

1st time it happened we just dealt with it, and was like, whatever...

2nd time it happened, my daughter who just got back from deployment (Navy) wanted to do something special for us and took us all there.  My husband looked at the check and noticed it wasy CRAZY over what we thought as we were there for happy hour.  The waitress had to get the manager which took over 20 minutes, (gimme a break)  finally we took a 30 dollar gift card because we were so sick of 'arguing about it.  We discussed it about 20 minutes and we were finally like, whatever...

3rd time...  took a friend there.  again we ordered devils ale.  on the menu it was listed at one price... when we got the bill, it was almost twice as much.  We waited for our server to come back, she never did, she totally ignored us.  I gave her a dollar tip (which is NOT like me, i tip very well, too well)  and I wrote on the recept why she got such little money as a tip.  

If you are looking for a fun time go caddy corner to San Filepe's  that place is fun and the staff are friendly and fun.  We much prefer there, we wll never go to Caddilac Ranch again.  They say 3rd time is a charm, Well, it is... its a charm to know you are overspending and its a big gimmick and they dont give a crap!

oh and if i didn't have to give a star, i wouldn't have.",review,-Hv0mbeVlO2nB-6cYcfFMg,0,3,0
5896,ggKTLa0xVz-WGBGatscMBQ,2011-05-01,TfI2Q-lrcBLYo4YciFWx9g,1,Worst customer service of any grocery store I've ever been in.  EVER!  I'd rather go to any other Safeway or any other grocery store.  I'll drive the extra 10 miles just to avoid this place.,review,HPzapqMz5oTL1MUPs4tAfg,0,1,0
5900,rua7dvP6-SUXL4N8RTY--A,2011-06-03,nOO3ucT1scy031sCbTuN_A,2,"Please for the love of God, don't microwave eggs.

If not for that, this review would be a 3 or 3.5 stars, but seriously, eggs don't like microwavization. Just ruined the whole panini egg sandwich for me.

The coffee was pretty good. They had a selection of 4 going from light to dark which is nice. Lots of places have you choosing between a full city and a french which is frustrating.

Service was very friendly, but a tad slow for the number of people that were working there. I think they were focused on a lot of large pickup orders, but when you sell bagels by the barrel, you should expect that.

Saw some people picking up said bagel barrels, they mentioned how their office would cheer upon their arrival and heap laurels and praise on their shoulders. They boasted that their upcoming performance review was assuredly positive with such accolades. I smiled at them and wished them the best in their fantasy worlds. 

Scottsdale methinks is full of fantasy in this desert oasis.",review,-Q0yfgIXTRU2CSZNf4mcog,0,0,0
5914,s-52LFeqr9ZJZyH8nIBG5A,2012-04-01,N6SzZLBcSadEMOcXxbPJeg,2,"I bought a new mountain bike from them in Dec 2011. The buying experience was great, my salesperson was very knowledgeable and they had the bike built in a couple of hours. 

My problem was the included 90 day tuneup. They didn't do any of the work that needed to be done and gave the bike back to me with my brakes rubbing, gears not shifting correctly, and wheels that needed to be trued.

After spending thousands of dollars on my bike and accessories I expected more. They only give one tuneup at Landis (less then many of their competitors) so I wish things would have been done correctly. I will be bringing my bike to another shop for service in the future.",review,J-JKiitpCAghyt6vt0qGtw,0,1,0
5920,w7SrsFV4FL04bhQr-B6-4w,2012-01-12,l2evqKZLWTgTh8kDBiw00w,2,"2.5 stars

The short: Open and clean setup with friendly staff, but it's basically just-ok carby kid food.

The long: On the south side of Thomas, just west of 44th St., turning left into the lot can be a bear during peak traffic, but it's otherwise fairly accessible for people driving in from the west or walking up, like I did. The inside is wide open and clean with plenty of chairs and tables that were just a little too cluttered around the restaurant floor plan. Otherwise, it doesn't stick out much from other fast food joints. I went during the middle of a somewhat busy lunch period, and who seemed to be the head cashier loudly greeted just about everyone who walked in the front door on the other side of the restaurant. My cashier was friendly and quick, though he seemed a tiny bit frazzled by the small rush. 

I ordered The Box combo and a lemonade to go and headed back to my office a short 5-minute walk away. I hoped the freshly squeeze lemonade would be awesome, even if they did charge only about a dime more than fountain drinks for a regular. Although I could taste the lemon, the drink was so sweet, it may as well have been from a mix or carton. The Box comes with a small container of sweet coleslaw dressed in a lot of mayo, a slab of soft-in-the-inside, perfectly browned-on-the-outside toast, somewhat slightly crisp, thin crinkle cut fries, a container of Cane sauce (which tastes like burger sauce), and, of course, four chicken strips. Unless you're me and you get only three chicken strips . . . or two smallish chicken strips and one big chicken strip that maybe they counted as two, but really, halfway through the meal, you're so carbed-out full that you don't miss anything aside from the extra dollar you paid for that extra chicken strip. The strips were fine. It was real chicken, and true to advertising, it was fresh. Sort of crispy, but not as crispy as I'd hoped, or even expected. Tender and moist enough to not be bad. But not special. All of it was pretty one-note. I can't even tell you what part of the meal I liked best . . . maybe the toast. Coincidentally, every time I took a bite of that toast, I'd think, ""This is the most random slice of toast ever. What's it even doing here?"" 

So, it's fine if you're like me and want to try every new eatery that opens near my home or office and appreciate the novelty of places like this, but personally, I won't be making a return visit.

Edit: I almost threw my drink cup away before I noticed the giveaway pull tab on it--I won a free slice os Texas toast! How do you like them apples? =)",review,8EefXq-OSIKSqzyrpDNJMw,0,0,0
5921,KwGQqUCpHHhOhVqyOL2QTA,2008-02-27,dz86iwnTvxiZJ2IImOZ9XQ,2,"This is a club -- not a lounge, or supper club.

I was drugged and dumped here by friends a few months ago (Fri, around 10pm)...

It is too loud, too packed, and drinks cost too much. I am certainly not one of the ""beautiful people"" who belongs here...

Good luck!",review,90a6z--_CUrl84aCzZyPsg,1,0,1
5924,L19_1cG2ALVjdBQ456h26A,2012-01-03,k7ekJEQuMt3xL_KshZz-GQ,2,"Just ok good in a pinch but not best!  I have learned to like that spicy sesame chicken,  I don't like it leftover though.  They also get points for very good behavior and treatment when I called in my order to the wrong location,  they called the other store and made my order at the correct location.",review,b48NAHm3R12f7nRJXHVnCw,0,0,0
5937,-ev01HlCKf7CYsh8ZXG_7w,2008-03-03,fzsuDEbbifz8kstKT_c7pg,1,"Not a fan.  I was in the Biltmore yesterday shopping with my dog and decided to go and buy her a few treats.  As I picked out a bag of about 20 baked treats, my total came to be about $3.00.  I did not have any cash on me so I took out my ""plastic money"" the debt card and they wouldn't take it telling me that I needed to buy a few more things because they have a $5.00 minimum.  What store has a minimum nowadays???  

The customer service was also very lack luster.  The dogs of the store employees were jumping on me which I found a bit annoying. 

Needless to say a store that I used to like, I will no longer be back.  There are so many other great dog stores...",review,BVZ7iTR_nI3jzdQidze1UQ,1,2,1
5938,Bjt3rB73dvSDe1XEPEWc6w,2012-04-22,JFAV_ng9h2a296a5BDB6KA,1,"Wow.....  Not in a good way

The sashimi was good because all they did was cut it, but that was it.everything else made me wish I went real Chinese! Not Chinese making sushi, culture theives!
P.S. snow crab is not the main ingredient to every roll!",review,r6W1RK67Gmfts4HUacNsBQ,0,0,0
5940,-cKWUXE-16M1R15UOt6sqQ,2010-06-10,d_IcD1Ho5uZaV6e0A02nNQ,1,"I used to love Banana Republic.  I stopped by at lunch to buy a few outfits, I wasted quite a bit of time in this store...to an frazzeling degree.  The choppy layout of the new store is annoying.  The clothing line changed drastically so you look like you just came from an overpriced (and cold) beach.  I was looking to dress sharp and professional, not wrinkled and hap-hazzard.  I wanted short sleeves, not flimsy spagetti straps, long sleeved blouses and SWEATERS (hello..its JUNE...and ARIZONA.)  Banana Republic's new format and collection is a huge FAIL.",review,XmpqbfSu9X7mjwJGUXTrAQ,0,0,0
5942,svxvY11GxtzPDzDef7igZw,2010-01-31,eg2F4JgZ3kUEU-taW1gBGA,2,"The Mill Avenue Farmer's Market is the bantam weight of farmer's market's in the valley.  

""Weighing in at 113 pounds, in this corner of the valley we have MILL mill AVENUE avenue FARMER'S farmer's MARKET market!  Let's get ready to haggle!!""

When we arrived around 9:45 am there were about 8 stalls, one with produce.

Diminutive comes to mind.  ""The Mill Ave. Farmer's Market was reported to be rather diminutive, with only a smattering of stalls and little produce to be found.""

Petite.  The Mill Avenue Farmer's Market would need a little padding to run with the college girls, know what I'm saying?

Pee Wee.  The Mill Avenue Farmer's Market had a very good game today at the Kiwanis Rec Center and is now celebrating over Gatorade and granola bars in the picnic area.

You get the idea.  We left to get some coffee and returned about a half hour later to find 3-4 more vendors.  There was a honey vendor, hummus, cookies, produce, a couple sandwich places, flowers...and the one place with produce.

I'll give it some time as they are new.  I'm hoping in a month or so they will have a better turnout of vendors.",review,P2kVk4cIWyK4e4h14RhK-Q,8,10,8
5944,ugroYjkJa2C68lVymfd2Zw,2010-01-04,yXYkLGX052_OGbgffAw5Zg,2,"So, I've been going to to Allure for pedi's for about a year.  They're located very close to my house so it's mainly been a convenience thing.  The techs are hit and miss.  Some are awesome and really do a good, thorough job. But overall its usually a pretty neutral experience.  The last couple of times I went in they were just rude.  The girl who did my last pedi  (about 2 weeks ago) got rude when I wouldn't accept her upsales......did a sloppy job on my polish and wouldn't fix a mistake when she made when she slipped on my flip flop.  On Thursday (NY eve) I went in for a mani....the sloppiest mani I have EVER had.  She soaked my right hand for all of 10 seconds before starting my cuticles.  When I flinched when she cut my finger she slammed her tools on the table, grabbed the water bowl that my left hand was still in (slopped water), stood up and said, ""No manicure, polish change"".  When she came back, I tried to explain I did want a manicure, not only a polish change.  She raised her voice and said that I was too jumpy ""Everything hurt you"".  Well, she did my polish....horrible job!! About 1/4"" from my cuticle....it looked just dreadful.  While I was waiting for my polish to dry there was a man giving another women a pedi......she told him 3 times (!!!) he was hurting her and he just laughed and said ""it tickles""??  She said NO, it HURTS.  I'm done with this place.  There are plenty of these cookie cutter shops around.....They need to re-check their customer service skills.  This was just wrong!!",review,F0ecO_eKomXZN1iGr0K7pw,0,1,0
5947,ETg80zdzuBm7gBfW3UoMIw,2010-01-26,Y-rWOJDgKUmOGaKe1Hz5uQ,2,"I went to Wokee Express tonight, per my friend's suggestion. If I'm craving Chinese food, I typically go to Taste Of China. However, I wanted to try something different, so I asked around, and was directed to Wokee Express.

The price of the food is great. At dinner, I got a large chicken plate combo. ""Combo"" means it comes with rice, egg roll, and crab puff. All of this only cost $7.75.

However, the chicken was over-cooked, and the batter the chicken was fried in was soggy and mushy. There were no carrots or peas in the fried rice, which is a huge deal to me for some reason.

So overall, if you're on a budget and want some good Chinese food, go to Taste Of China.",review,QGzRZoWOM1PN6oIYFDnfgA,0,0,0
5950,1NZLxU5WvB5roPFzneAlLw,2010-09-20,xDAgYumh0O51n8uqj5o7sA,1,"I think chef Silvana Esparza first located the restaurant here on CALLE DIECISEIS (she renamed the street all by herself, apparently) to take advantage of cheap rent.  There was no way she was going to locate her Scottsdalish restaurant actually in Scottsdale.  So, people from the wealthier areas - and some First Friday urban hipsters whose parents foot their bills - make the trek down to CALLE DIECISEIS to partake in everything Barrio Cafe.  And they think it's cool that they are going there, past the check cashing places, the people waiting at the bus stops and the ""rawness"" of this part of central Phoenix.

And what is everything ""Barrio Cafe""????

Pretentious service.
LOUD dining room.
NO parking.
Fusion food that is about 10 years past its prime.
High prices.

Let's talk a little about the last item on the list.

Besides using vulgar language in her YouTube videos for pseudo social activism, Esparza seems to have forgotten her own humble upbringings.  It's ironic that the very people who live on and around CALLE DIECISEIS cannot afford to eat in her restaurant.  The Mexican immigrants and their sons and daughters who do the cooking, the cleaning, the landscaping and all that for Phoenix are not welcome at the Barrio Cafe.  I know that this is not a taco truck, but there is some overwhelming irony here that you locate your restaurant in a working class area and supposedly have sympathy for the plight of the downtrodden and the neighbors can't even eat  at your restaurant.  I guess that's capitalism.  Like that new car, by the way.",review,hdARWhh0Jar1Ht-5jQ4OHw,0,1,1
5955,NH67MdKaFGNcP-dlu56pyw,2008-11-16,_sBjoWMQk-XavBoj6mSJlA,1,"I've now tried Thai Elephant three times.  My first two experiences were solidly mediocre -- nothing was awful, but aside from one delicious dessert (black sticky rice with pumpkin custard), nothing stood out, either.  As a recent Bay Area transplant, I admit to being a bit picky, but in my 6 months in Phoenix, I've found several places that more than satisfy my rather frequent Thai cravings (Swadee in Chandler, Thai Lahna in Arcadia, Sala Thai in North Phoenix, and, in a pinch, Thai Hut in Central Phoenix).  Until now, Thai Elephant hadn't really done it for me, but since the restaurant is literally 40 feet from my office and since other Yelpers seem to have had positive experiences, I was reluctant to give up on Thai Elephant without giving it another chance.

On Friday, looking forward to a relaxing night at home, I called in an order for Pad Thai with chicken, Panang Curry with beef (extra spicy), and Spicy Eggplant with tofu (spicy, which I thought would be automatic given the name, but apparently wasn't).  I got home, meted out ridiculously oversized portions of the three entrees, and sat down to enjoy my feast.

Wow.  I don't know quite where to begin, but to say that I was disappointed doesn't begin to cover it.  The Pad Thai was about on par with the Taste of Thai boxed dinners you can pick up at the grocery store, only less flavorful; marginal at best, but edible.  The chicken didn't stand out as being of particularly low quality, but the noodles were some of the worst I've had at a Thai restaurant (some bites were underdone to the point of being crunchy, while others were seriously soggy).

Sadly, the sub-par Pad Thai was the high point of the meal by a wide margin.  The Spicy Eggplant was a bland stir fry of soggy, overcooked vegetables and limp tofu.  The tofu appeared to have been fried as a large block and then sliced, and a few small pieces of eggplant were thrown in for good measure.  The Panang Curry with beef was even worse.  Though I ordered the dish ""spicy,"" the curry tasted like straight coconut milk with a few drops of red food coloring thrown in.  The beef was the last straw for me; it very may well have been the worst quality, most gristly meat I've had at any restaurant I've ever been to.  I tried several pieces, and all were similarly inedible.

I really, really want to like Thai Elephant, but after the experience I had, I don't know if I can bring myself to give it another chance -- especially since I've found so many other good Thai restaurants in the Valley and since the second-worst Thai meal I've had since moving here was at Thai Elephant's sister restaurant, Thai Basil in Ahwatukee.",review,Y2-KtEL3k8Ai5gLzeIRX9w,5,4,4
5960,iV7D7fHKb-bF9fCL_bEMtA,2012-09-15,Q_NthMZZyNLvh7EfwkCtZg,1,"RUDE RUDE RUDE
I wanted to book a diner for my wife and I ( our anniversary.
. The website i was on did not post the times of operation.  I left a message and today got a call back from a RUDE Owner.  He argues it is right there. He did not ask anything about where i was o tried to help . He called to argue  with me. 
 I can not believe i get a call at work and then when i tell the reason of the issue he argues with me and hangs up... childish behavior . I read the reviews on DEX and other sites and found that this is true across the board. Poor food prep and pretentious environment and owners... good bye Lon's  chief - ill never go to your location now.  And my 12,000 Sedona list will  be aware of your bad manners.  I am a native to Scottsdale and Lon's was a place that we went to almost 6 times a year. It was my mother's favorite place to eat. - until the food started going down hill. I believe it was these people who were at the helm at that time. I heard they were asked to leave.

Hanging up on people.... this is incredible...   DO NOT GO HERE!!",review,YwqIbMiSF_pb8acInMVfqw,0,1,0
5975,jqZKv-7F54guDLalXEjHxg,2010-06-28,TO9qLQS6OS-oejH-mAXYpQ,2,"I was severely disappointed by my experience at Five Guys.  With all the hype that this chain has garnered, I found that little of it held up.  As soon as I walked in the door I was overwhelmed by the smell of smoke that the griddle was wafting through the restaurant.  There were plenty of people cooking and preparing the food, yet it all looked chaotic and unorganized.

Just as other people have mentioned, you can choose a whole array of toppings to customize your burger.  That capability is great as long as the cashier rings up your order correctly (which mine was not).  Needless to say I was less than thrilled that I had to battle the smoke so that I could re-explain to the counter staff how my meal was supposed to be prepared.  Along with my burger, I also ordered the regular-sized Cajun fries.  These were definitely fully-seasoned, so if you are averse to spice don't order them.  The regular order of fries turned out to be a modest cup of fries stuffed in a brown bag full of more fries.  It is almost as if Five Guys' strategy is to overwhelm you by their generosity with their fries, so that you forget that their burger is mediocre and their fries are sopping wet with grease.  

The AYCE peanuts were good though; it is a shame that these were the highlight of the meal.",review,JEjzUX-9ZjZl0nXs6kgc6w,0,1,0
5977,hW0Ne_HTHEAgGF1rAdmR-g,2011-02-01,JvP-DjOdMZzihX8YMDar1Q,1,"You want good food? You'd be better off smuggling goat cheese in your boot and risking an anal cavity search for doing so than eating at this airport.

You want scenery? Try desert.


You want a comfortable seat to wait for your delayed flight?  Well you are in the desert so you'd probably better off finding a cactus and straddling it face first.

You want a relatively close connection for your flight? Well tough shit.  Oh yeah, they've got people movers but somehow they have this magical ability to disengage people's legs.  Yeah I know it sounds crazy but as soon as people step on to these things their legs stop moving and they plant their fat ass right in the middle of the walk way.  Whats wrong with your legs you mammoth!?",review,740We6l5ENHvwTbUPX-g5A,0,0,1
5986,Yiw1ml0XVBDIQBTLXHNGmQ,2009-04-23,Un0SU5J4GyIm9cJ3twT42g,1,"After a day full of meetings, I gathered the hubster and we headed out to eat some Mexican. I had visions of chips/salsa, and margaritas. We headed to On the Border on Stapley near Baseline but found that this location had closed. Egads. Then we remembered The Salty Senorita across the street. And thus begins the saga. ""Hi, are you here for happy hour?"". We said no but were seated in the bar area anyway. At least we got a booth. Lucky us, huh? Joe ""lots of product in his hair"" brought us menus and took our drink orders. He was pushing a certain type of Tequila and I took the bait, with the stipulation ""on the rocks with salt"". My drink, and hubster's water arrived and we ordered. The chips and salsa AND our dinners arrived at the same time. .Really Joe product??? Chips with the meal? FYI, chips and salsa here aren't complimentary, you have to order and pay for them. It was then we noticed ants had taken over our table. At first we thought it was just a couple but noooooooo. The hubster brought the ants to the attention of Joe product and he feigned concern but did not offer to sit us at another table. Now the hubster's getting annoyed. It's hard to enjoy yourself when you are swashing ants off the table. Our booth was by a window but we didn't see any influx from the window of ants, so we're not sure where they are coming from, but they don't stop. Hubster mentions it a second time, and then, again with feigned concern he offers to move us to a different table. By this time we are almost done eating and I just say let's finish and get the hell out of dodge. Our bill comes, we pay, and hubster asks for the manager. Hell, he's even younger than Joe Product and looks like he just woke up, thus we'll call him Bed Head. Bed Head offers to buy us a drink on the house? Really? That's your solution? He said he'd make sure other patrons aren't seated in this area. Egads, no thanks, we just wanted to leave. We weren't after free food, but the offer of 10% off or some kind of compensation for sharing our entire meal with ants would have been appreciated. A free drink? Hey,maybe one of those $60.00 margaritas would have made everything alright! As far as the food goes-I had the chicken antchiladas (get it, lol) with beans and rice and they were dry. I like my enchiladas with oodles of sauce and cheese, and these had very little sauce with a little design of sour cream on them. Hubster had a steak and avocado salad. He said it was ok. 
This is a never return place for us. 
And a note to Joe Product-chips and salsa should have arrived WITH the drinks, and before the meal.Reflecting back, we were there on Earth day so perhaps having ants share our meal was relevant.
The margarita gets a 7 out of 10 limes as it was pretty good.",review,H5Awp19K54wIct2Oyp170w,1,2,4
6003,rIonUa02zMz_ki8eF-Adug,2010-06-20,aiJToneeHooi67KvmQ1vug,2,"Eh- it was just ok. I was told about the must-have Cajun fries, and they were just ok. Not spicy at all and appeared to be just like Cajun season salt sprinkled on regular fries. The fries were Kinda soggy and very greasy. Burger was ok. Tasted fresh, but I didn't know a ""regular"" burger was 2 patties. Yuck. 

Sadly- my favorite thing about this place was the fact they had Mello Yello. Sweet. 

It's good enough to eat- but it's no where near the quality of Chuckbox which is right up the street. Shoot- fatburger a stones throw away is better. 

Its good enough to eat again if your friends wanna go, but its not a place that i'll be craving or want to search for parking to eat at.

Oh well.",review,kRH3HttbiNoD-BgomNVVtA,0,1,0
